jockey_name,ride_count_dirt,ride_count_turf,latest_date_dirt,latest_date_turf,forward_score_dirt,forward_score_turf,push_score_dirt,push_score_turf,quadrant_dirt,quadrant_turf,delta_forward,delta_push,shift_distance,quadrant_changed
モレイラ,267,439,2025-09-28,2025-09-28,1.7656428564018405,0.4991211531643531,0.7431652250357272,1.3161541585518441,Q1,Q1,1.2665217032374874,-0.5729889335161169,1.3901055868902632,False
リスポリ,123,135,2023-08-27,2023-08-27,0.6995458173995843,0.33946373783566025,0.15310969716105047,0.8125846875089194,Q1,Q1,0.3600820795639241,-0.6594749903478689,0.7513763151160688,False
ルメール,3352,4937,2025-12-07,2025-12-07,1.0159134715091622,0.33521633871239753,0.49287446575225324,1.0875643444986436,Q1,Q1,0.6806971327967647,-0.5946898787463903,0.9038830889452091,False
レーン,302,431,2025-11-29,2025-11-30,0.7877221694881633,0.37091255626841396,0.42977365109076265,0.9819492512247915,Q1,Q1,0.41680961321974935,-0.5521756001340288,0.6918295650344614,False
ヴェロン,109,102,2023-08-27,2023-10-15,0.20972646848739854,-0.16155519877292523,-0.4418564376251345,0.33342445224377865,Q2,Q4,0.37128166726032374,-0.7752808898689132,0.8595990545827396,True
三津谷隼,514,323,2021-02-14,2021-04-25,-1.3749109677520708,-0.8605609806846497,-0.7644972195463362,-0.4638319514576495,Q3,Q3,-0.5143499870674211,-0.3006652680886867,0.5957814302503042,False
三浦皇成,5870,5991,2025-12-07,2025-11-29,0.3683534144137873,0.14330501995576714,0.3017071893016675,0.23414082404625608,Q1,Q1,0.22504839445802013,0.06756636525541143,0.2349723250980002,False
上村洋行,1042,1376,2014-02-23,2014-02-23,-0.0074944577924241675,-0.09547393053027006,-0.6224986532423535,-0.36983860104696287,Q3,Q3,0.0879794727378459,-0.25266005219539067,0.26753969723875914,False
上野翔,256,184,2025-11-24,2025-11-24,-0.46958428677105296,-0.5619726828712067,-0.7236243659437754,-0.5512578491630581,Q3,Q3,0.09238839610015376,-0.17236651678071735,0.1955654157592191,False
中井裕二,1912,1478,2025-12-07,2025-11-09,-0.2996132032410651,-0.3748456836791359,-0.14615320571645815,-0.32240513492796097,Q3,Q3,0.07523248043807079,0.17625192921150282,0.1916368144789547,False
中村将之,712,675,2022-09-24,2016-02-14,-0.6946998382610894,-0.7578821447835447,0.3360921526382732,-0.2360041085061026,Q4,Q3,0.06318230652245527,0.5720962611443758,0.5755746136452435,True
中舘英二,2186,2442,2015-01-25,2014-05-25,1.3617948778840665,0.7954359190017336,-1.0473557220107266,-0.792624658202051,Q2,Q2,0.5663589588823329,-0.2547310638086756,0.6210075564559416,False
中谷雄太,1242,1318,2020-05-24,2020-05-24,0.08509887239543434,-0.1433221712421803,-0.5990253339075464,-0.40609485083385133,Q2,Q3,0.22842104363761465,-0.1929304830736951,0.2989955592906798,True
丸山元気,4355,4720,2025-12-21,2025-12-21,0.08124144393041943,-0.09214848804283027,0.21236123457693923,0.09535273500111982,Q1,Q4,0.1733899319732497,0.11700849957581941,0.2091770959801113,True
丸田恭介,4139,4123,2025-12-07,2025-12-07,-0.8158232296844646,-0.8350225340740763,0.6298152028971225,0.39950206204346844,Q4,Q4,0.019199304389611704,0.230313140853654,0.23111199912362845,False
丹内祐次,4589,5703,2025-12-13,2025-12-07,0.18045746073280658,0.33991096665027387,-0.04538153776590269,-0.057895388837797976,Q2,Q2,-0.1594535059174673,0.012513851071895288,0.15994379330884131,False
亀田温心,1279,1155,2025-12-21,2025-12-14,-0.3949670164181378,-0.5511203361096407,-0.3558261147487294,-0.24169611632866797,Q3,Q3,0.15615331969150292,-0.11412999842006141,0.19341539698286675,False
二本柳壮,840,850,2018-03-31,2018-03-10,-1.253652002578337,-0.9405931798610329,0.1704408035969921,0.365314414691879,Q4,Q4,-0.31305882271730423,-0.19487361109488688,0.368756763710587,False
五十嵐冬,657,143,2022-11-10,2019-08-18,1.220045622776813,-0.6377621179527129,0.4207510410117057,0.29742140799982975,Q1,Q4,1.857807740729526,0.12332963301187594,1.8618968284771822,True
井上敏樹,1102,732,2025-11-08,2025-11-02,-0.8390191440081395,-0.6973088404740353,-0.9324562956426813,-1.229063888629512,Q3,Q3,-0.1417103035341042,0.2966075929868307,0.3287215757220225,False
今村聖奈,823,603,2025-12-14,2025-12-13,-0.4971748768280771,-0.8200623396193245,0.11331123804394869,-0.020567073000902963,Q4,Q3,0.3228874627912474,0.13387831104485165,0.3495421516727149,True
伊藤工真,1774,1550,2025-11-24,2025-10-04,-1.1214284044067155,-0.7894159727053116,-0.02430888447074811,-0.6762370165250766,Q3,Q3,-0.33201243170140393,0.6519281320543285,0.7316027229091794,False
伊藤直人,224,114,2012-02-26,2012-01-28,-0.8113572724824745,-0.9958865211053374,-0.19309307933744924,-0.4515057474097283,Q3,Q3,0.1845292486228629,0.2584126680722791,0.3175344872884711,False
伴啓太,881,622,2024-08-17,2023-05-06,-0.9570838811899521,-1.3994217764332977,-0.13813073282733995,-0.5233696783875587,Q3,Q3,0.44233789524334555,0.3852389455602187,0.5865763878171897,False
佐々木大,1090,1205,2025-12-13,2025-12-20,0.2352126527745931,0.15308958908750686,-0.735307138767247,-0.35147494437406174,Q2,Q2,0.08212306368708625,-0.3838321943931852,0.3925192365248373,False
佐久間寛,320,185,2021-02-27,2018-03-25,-0.6903382964996341,-0.2254540274993181,-0.5313497011208133,-0.999324261855661,Q3,Q3,-0.464884269000316,0.4679745607348478,0.6596344237977062,False
佐藤友則,683,199,2020-06-05,2020-03-20,0.9200672885362594,-1.6717898438464545,0.05377677962536482,-1.0901991804184377,Q1,Q3,2.5918571323827138,1.1439759600438024,2.8330909607425747,True
佐藤哲三,1124,1503,2012-11-18,2012-11-24,-0.12990255926591865,0.037447070098841594,0.682564187301641,0.4977686875953506,Q4,Q1,-0.16734962936476025,0.18479549970629044,0.24930959700785732,True
佐藤翔馬,288,174,2025-12-07,2025-11-29,-1.136458410049619,-1.23850100697445,-0.7696020498637952,-0.7660759843182693,Q3,Q3,0.10204259692483109,-0.003526065545525925,0.10210350006437043,False
佐藤聖也,217,106,2009-10-10,2009-11-22,-1.188524021111971,-0.9203060513774802,-0.06392472959553838,-0.54933912331488,Q3,Q3,-0.26821796973449075,0.4854143937193416,0.5545881471131602,False
内田博幸,6948,5867,2025-12-06,2025-12-13,0.25130849348521944,-0.14995540921274778,0.27978117245389705,0.42926019087193334,Q1,Q4,0.4012639026979672,-0.1494790184180363,0.4282017007855332,True
加藤祥太,1462,1017,2025-11-22,2025-10-18,-0.13192470258853287,-0.7971748647708334,-0.6229734718730543,-0.5715425019846355,Q3,Q3,0.6652501621823006,-0.051430969888418776,0.66723528305032,False
勝浦正樹,4432,4660,2024-04-14,2024-04-13,-0.04743923263402433,-0.4178566867448231,0.38514789762598667,0.38619659305402754,Q4,Q4,0.3704174541107988,-0.001048695428040869,0.37041893859794284,False
北村友一,4511,5531,2025-12-13,2025-12-06,-0.13408237918905686,-0.2355446745201621,0.09226654976684041,0.19041219333721796,Q4,Q4,0.10146229533110523,-0.09814564357037754,0.141163609778512,False
北村宏司,5481,5646,2025-11-23,2025-11-29,0.26732811684839985,-0.13299224642009805,0.24663163367325178,0.41551549831249135,Q1,Q4,0.4003203632684979,-0.16888386463923957,0.4344860791589382,True
千葉直人,363,268,2012-11-17,2012-10-13,-1.2816731484251587,-1.3821015701297228,-0.2883176312277624,-0.3971947319478537,Q3,Q3,0.10042842170456412,0.10887710072009132,0.14812187869211854,False
原優介,1596,1168,2025-12-13,2025-12-13,-0.5807112310229343,-0.8256624597904023,0.060584903733100215,-0.44602114943291316,Q4,Q3,0.244951228767468,0.5066060531660134,0.5627173336402016,True
原田和真,1021,880,2025-12-13,2025-12-06,-0.7060399643011713,-0.5900114635864956,-0.7028686207480913,-0.9613499843149766,Q3,Q3,-0.11602850071467574,0.25848136356688534,0.28332883420063665,False
古川吉洋,3779,3786,2025-12-13,2025-12-07,-0.5047966520074306,-0.324597249756039,0.6865650571298969,-0.025046339795658623,Q4,Q3,-0.18019940225139164,0.7116113969255555,0.7340726154857566,True
古川奈穂,578,375,2025-11-30,2025-12-14,-0.6033344508183025,-0.5057279647756229,-0.15289301786757079,-0.3592863515008853,Q3,Q3,-0.09760648604267963,0.2063933336333145,0.22830951422547524,False
吉村誠之,681,531,2025-12-20,2025-12-14,-0.11853123436326213,0.1058209739309733,-0.42702647853674824,-0.22331476985813212,Q3,Q2,-0.2243522082942354,-0.20371170867861613,0.3030385678742251,True
吉田稔,808,351,2012-09-18,2012-09-02,0.09723665412771981,-1.238987583896469,0.8411682208920207,0.4996365955825435,Q1,Q4,1.3362242380241889,0.3415316253094772,1.3791805775060266,True
吉田豊,5300,5068,2025-12-07,2025-11-30,-0.3586616176978517,-0.5974005542922233,0.7335412923159148,0.4582018764011838,Q4,Q4,0.23873893659437156,0.275339415914731,0.3644284206843322,False
吉田隼人,5321,6406,2025-12-07,2025-12-07,0.15434580603840312,0.028817726140751544,0.07995651699853323,0.09022510076895596,Q1,Q1,0.12552807989765158,-0.010268583770422723,0.12594738050249948,False
和田竜二,7727,7556,2025-12-13,2025-12-14,0.6188180512066488,0.4952379403504174,-0.2370211625394491,-0.13353088078616945,Q2,Q2,0.12358011085623138,-0.10349028175327965,0.16119020508893103,False
和田翼,201,101,2025-08-30,2025-06-28,-1.0194470834043903,-1.399109042828234,-0.41651709244651397,-0.8440860327741807,Q3,Q3,0.37966195942384373,0.42756894032766674,0.571802765091667,False
嘉藤貴行,1579,1362,2021-12-28,2021-12-26,-0.3876458780930643,-0.3852001358463943,-0.7011219309369391,-1.0411511279872057,Q3,Q3,-0.0024457422466699907,0.3400291970502666,0.34003799273285057,False
四位洋文,1913,2989,2020-02-29,2020-02-29,-0.35567193423162174,-0.37426137899963363,1.2645762120079276,0.8718321221702107,Q4,Q4,0.018589444768011887,0.3927440898377169,0.39318378343878785,False
団野大成,2123,2045,2025-12-07,2025-12-14,0.17289701668051172,0.02297080167992201,0.16505425849520083,0.1597810360589146,Q1,Q1,0.1499262150005897,0.0052732224362862234,0.15001892153747007,False
国分優作,3632,2931,2025-12-06,2025-12-21,-0.4915624958547237,-0.4437316178565091,-0.07252307809894845,-0.4586825529544314,Q3,Q3,-0.047830877998214616,0.38615947485548296,0.38911043793599587,False
国分恭介,4202,3329,2025-12-06,2025-12-14,-0.562338430522342,-0.4945868731696884,0.5931666232852408,-0.13943455364083662,Q4,Q3,-0.06775155735265359,0.7326011769260774,0.7357273665952515,True
坂井瑠星,2679,2592,2025-12-14,2025-12-07,0.4143177729491718,0.4275332150977244,-0.30817277959387446,-0.4345940170081775,Q2,Q2,-0.01321544214855258,0.12642123741430306,0.1271100986568153,False
城戸義政,1652,881,2025-12-06,2025-11-23,-0.5388879008779507,-0.23930075517930174,-0.8070328260979982,-1.1923201981486162,Q3,Q3,-0.29958714569864897,0.385287372050618,0.4880561616551264,False
塚田祥雄,135,132,2007-06-24,2007-06-24,0.20152492653092297,-0.33581231627228586,0.4053518585237495,0.747356003692236,Q1,Q4,0.5373372428032088,-0.3420041451684865,0.6369443836127152,True
大下智,399,252,2018-05-27,2017-06-25,-1.5062426155890984,-1.7057390396711247,0.11042842270751149,0.21836533799063362,Q4,Q4,0.19949642408202628,-0.10793691528312213,0.22682416295966257,False
大庭和弥,1253,907,2024-02-24,2024-02-03,-1.382296280067601,-0.955279123131296,-0.26665084729922656,-0.5664755672464646,Q3,Q3,-0.42701715693630504,0.2998247199472381,0.5217648081361992,False
大野拓弥,5827,5796,2025-11-02,2025-11-02,-0.294702949306934,-0.26916032870188206,0.4375922613498364,0.07020638551034698,Q4,Q4,-0.02554262060505197,0.36738587583948945,0.36827273484976103,False
太宰啓介,4272,3885,2025-12-13,2025-11-02,-0.69055054300468,-0.39852981823039113,0.44348658999637647,-0.12671313793509031,Q4,Q3,-0.29202072477428886,0.5701997279314668,0.6406276870623215,True
安藤光彰,643,696,2012-02-29,2012-01-21,-0.6510458547575149,-0.6382181957989416,-0.19898750276916277,-0.15461270352955944,Q3,Q3,-0.012827658958573296,-0.04437479923960333,0.04619168368778698,False
安藤勝己,951,1347,2012-11-11,2012-11-24,0.8225273559953021,0.08683585466171753,1.2938114935804745,1.107685369921342,Q1,Q1,0.7356915013335846,0.1861261236591325,0.75887081841565,False
安部幸夫,897,227,2016-07-20,2011-12-25,1.0960731989734718,-1.3802548920191948,0.290285363761982,-0.6965542478895371,Q1,Q3,2.4763280909926664,0.9868396116515191,2.665718145896881,True
宮崎北斗,2202,1936,2025-09-27,2025-06-01,-0.22415230911822634,-0.22511778875254834,-0.25449044058749626,-0.8382241929275233,Q3,Q3,0.0009654796343220029,0.583733752340027,0.5837345507779134,False
富田暁,1973,1685,2025-12-14,2025-12-07,0.06298980462056902,-0.42542885519374124,-0.34990061231918085,-0.16986251261814048,Q2,Q3,0.48841865981431026,-0.18003809970104037,0.5205444309554841,True
小坂忠士,732,358,2025-04-13,2023-07-15,-0.5877549142526178,-0.4825356651664007,-0.1335376978221659,-0.8528217683270387,Q3,Q3,-0.10521924908621716,0.7192840705048729,0.7269392439952093,False
小島太一,431,274,2019-07-21,2018-06-30,-0.39425790813090267,-0.36432951020730253,-0.5488596857572179,-0.9699242930425338,Q3,Q3,-0.029928397923600136,0.4210646072853159,0.4221268914800509,False
小崎綾也,1712,1321,2025-12-14,2025-12-07,-0.46620818109867135,-0.35525746926415,-0.30646078607952854,-0.8441055171699559,Q3,Q3,-0.11095071183452132,0.5376447310904273,0.5489735124082809,False
小林凌大,953,526,2025-12-13,2025-11-08,-0.6506848053330192,-1.0141809842814296,-0.3723418613909869,-0.6784813562295625,Q3,Q3,0.36349617894841035,0.3061394948385756,0.4752376904351264,False
小林勝太,480,320,2024-10-06,2024-10-06,-0.14278489193282792,-0.6606932209849243,-0.3354926641331369,-0.989451329534717,Q3,Q3,0.5179083290520964,0.6539586654015801,0.834200799181678,False
小林徹弥,1406,854,2019-05-19,2019-04-29,-0.6696313507153939,-0.7950013556059925,-0.28372225814870883,-0.7351437930076624,Q3,Q3,0.12537000489059857,0.4514215348589536,0.46850724675364647,False
小林慎一,201,119,2012-12-16,2012-12-16,-0.0320092427758482,-0.8873439954601247,-1.012813749241326,-0.6385182528335667,Q3,Q3,0.8553347526842765,-0.3742954964077594,0.9336458952839687,False
小林淳一,748,696,2012-03-25,2012-03-25,-1.1034779041280152,-0.854220777570016,-0.3098332825880823,-0.47336598307490396,Q3,Q3,-0.24925712655799914,0.16353270048682167,0.298114171532423,False
小林美駒,481,361,2025-12-07,2025-10-11,-0.08228962709039683,0.0013016912752134603,-0.29613487438299385,-0.6038851036709774,Q3,Q2,-0.08359131836561029,0.3077502292879835,0.3189007872880016,True
小林脩斗,825,479,2025-12-21,2025-11-16,-0.6543321226889904,-0.3407933045277638,-0.37415083879009436,-0.8798117271684363,Q3,Q3,-0.31353881816122664,0.5056608883783419,0.5949785916564668,False
小沢大仁,1316,1083,2025-12-13,2025-12-06,-0.293046310755099,-0.19182185341596925,-0.5520952958972938,-0.9808791904127451,Q3,Q3,-0.10122445733912977,0.4287838945154513,0.44057010674742675,False
小牧太,4200,3800,2025-10-17,2024-07-20,-0.18321057188592796,-0.6209199807019203,0.4638078906129828,0.3743867944044884,Q4,Q4,0.4377094088159924,0.08942109620849437,0.44675010801697,False
小野寺祐,546,362,2023-12-16,2025-03-01,-1.3791018153897308,-1.0850956447538946,-0.030321696235209264,-0.30728249650099543,Q3,Q3,-0.2940061706358361,0.2769608002657862,0.40391448755375575,False
小野次郎,528,554,2010-10-24,2010-10-24,-0.43676538922045016,-0.055797080035362365,-0.34315489716262326,-0.7806958520479516,Q3,Q3,-0.3809683091850878,0.4375409548853283,0.5801542379447981,False
山崎亮誠,170,118,2014-02-24,2014-02-18,-1.1257496730107888,-1.181150594279082,-0.1707873670727211,-1.3731325286809803,Q3,Q3,0.055400921268293324,1.2023451616082592,1.2036208496533145,False
山田敬士,958,629,2023-08-20,2023-09-09,-1.0445308980795853,-1.0831156217196611,-0.23101693803811452,-1.0419740949288663,Q3,Q3,0.03858472364007581,0.8109571568907518,0.8118745538632877,False
岡田祥嗣,821,439,2025-11-15,2025-06-29,-0.9372931179395343,-0.8996583063828214,0.5699646335366977,-0.4078298886661256,Q4,Q3,-0.03763481155671289,0.9777945222028233,0.9785185264933703,True
岡部誠,1500,168,2025-05-22,2024-05-04,1.7742800636918148,-1.0300767509531037,0.9996638407708216,-0.10858512075365356,Q1,Q3,2.8043568146449185,1.1082489615244753,3.015399294382996,True
岩崎祐己,218,128,2012-02-26,2011-12-24,-0.9970063994582318,-0.7438825038049824,-0.356638608652771,0.0720186282371039,Q3,Q4,-0.25312389565324933,-0.4286572368898749,0.4978139544937841,True
岩崎翼,1437,1080,2020-07-19,2020-07-19,-0.31336611327910274,0.16102898589465522,-0.6766669286974315,-1.065787778887379,Q3,Q2,-0.474395099173758,0.3891208501899476,0.6135680452668859,True
岩田康誠,7007,6658,2025-12-06,2025-12-14,0.4763253492396529,-0.12979672945010107,0.5995138450905968,0.4662148989318672,Q1,Q4,0.606122078689754,0.13329894615872961,0.6206066252645198,True
岩田望来,2501,2376,2025-12-07,2025-12-14,0.5730912853119559,0.13836151060291416,-0.18887346208260086,0.143596637230232,Q2,Q1,0.4347297747090417,-0.3324700993128329,0.5472899998681313,True
岩部純二,1191,709,2025-12-07,2025-10-18,-1.1661281341381649,-1.1361186435748136,-0.4191463744718702,-1.0163584241910468,Q3,Q3,-0.030009490563351227,0.5972120497191766,0.5979655523971695,False
嶋田純次,1307,1361,2025-12-07,2025-11-30,-0.6354267821007358,-0.39431006778043765,-0.5668437595818531,-0.7732147319947928,Q3,Q3,-0.24111671432029813,0.20637097241293978,0.3173739878743666,False
川又賢治,1171,1045,2025-11-29,2025-12-13,0.021738402111136743,-0.39517292549760213,-0.4169870153420108,-0.4003909777808097,Q2,Q3,0.4169113276087389,-0.01659603756120115,0.4172415170512326,True
川島信二,2197,1906,2024-02-27,2024-02-24,-0.7809441400432605,-0.6024591519531117,0.8109962331679739,0.23576399696825193,Q4,Q4,-0.1784849880901488,0.575232236199722,0.6022864904153781,False
川田将雅,4972,6326,2025-12-07,2025-12-14,0.8841981857210186,0.7549743254380682,0.3029056767879035,0.4654936955246674,Q1,Q1,0.1292238602829504,-0.16258801873676393,0.2076864701976847,False
川端海翼,405,211,2025-12-14,2025-12-06,-0.7725463325470912,-0.7904893421146175,-0.39815082365258936,-0.5143223937248222,Q3,Q3,0.01794300956752637,0.11617157007223289,0.11754907607203069,False
川須栄彦,3487,3021,2025-10-05,2025-09-27,0.028686943944645004,-0.16832972373138994,-0.2255321613362305,-0.2827506201082807,Q2,Q3,0.19701666767603493,0.05721845877205023,0.20515730395581339,True
平野優,605,378,2017-12-28,2017-12-23,-0.24543467092015003,-0.50950349677946,-1.1653445801997178,-1.1935171104787763,Q3,Q3,0.26406882585931,0.028172530279058527,0.2655673855220913,False
幸英明,8317,7854,2025-11-22,2025-11-16,0.10657040913871015,0.06420543931742335,0.6731225175638882,0.04465636708851673,Q1,Q1,0.04236496982128679,0.6284661504753715,0.6298924455502628,False
後藤浩輝,2372,2438,2015-02-22,2015-02-22,0.8709494726932475,0.5158036259134019,0.15288703047772034,0.5998036704318578,Q1,Q1,0.3551458467798456,-0.44691663995413744,0.5708441604789084,False
戸崎圭太,5815,5650,2025-12-13,2025-12-07,0.5181870388452414,0.1623311295584217,0.4198722530670278,0.6191831114527157,Q1,Q1,0.35585590928681976,-0.19931085838568785,0.4078703794648357,False
斎藤新,1678,1790,2025-12-21,2025-12-07,0.1834086249619501,-0.12322552107287717,-0.30413071068048986,-0.4204030196193337,Q2,Q3,0.30663414603482725,0.11627230893884383,0.3279386365472628,True
服部寿希,319,180,2023-04-29,2023-02-19,-1.4183745339646971,-1.0864376564266462,-0.8607450921570774,-1.4998333588622208,Q3,Q3,-0.3319368775380509,0.6390882667051434,0.7201499172463297,False
木幡初也,1529,1145,2025-12-07,2025-11-15,-0.7576153877908027,-0.3653557500506916,-0.4585488682646869,-1.0595405398095643,Q3,Q3,-0.39225963774011113,0.6009916715448774,0.7176758409381697,False
木幡初広,2074,2104,2018-03-24,2018-03-24,0.03153971775790555,-0.21142578790237296,-0.6619045903777625,-0.2781170366331101,Q2,Q3,0.24296550566027852,-0.3837875537446524,0.45423025367104214,True
木幡巧也,2935,2256,2025-12-07,2025-12-07,0.11101471136913393,-0.12857660949721494,-0.5606165014634603,-0.4123981130845514,Q2,Q3,0.23959132086634888,-0.14821838837890894,0.2817315951186924,True
木幡育也,1040,747,2025-11-30,2025-11-29,-0.6769478527665782,-0.6337966073910919,-0.5690799162258159,-1.1641894617494248,Q3,Q3,-0.04315124537548631,0.595109545523609,0.5966719376263407,False
杉原誠人,1971,2069,2025-12-06,2025-11-29,-0.9912776385532324,-0.5283806266104917,-0.08518549872098098,-0.44101715010790365,Q3,Q3,-0.4628970119427407,0.3558316513869227,0.5838576948146375,False
村上忍,364,104,2024-12-11,2024-07-02,2.233979066516333,1.3841037814633745,0.2993593748183226,1.1138820780633878,Q1,Q1,0.8498752850529585,-0.8145227032450653,1.1771725592475797,False
村田一誠,1831,1740,2020-07-26,2020-07-05,-0.8119653799892335,-0.6826660734774922,-0.13713531258478304,-0.3496311045462207,Q3,Q3,-0.12929930651174126,0.21249579196143767,0.24874238132199308,False
松山弘平,6229,6480,2025-12-07,2025-12-14,0.39316101070399073,0.1991641263983881,-0.23984813820918316,-0.35945822521799853,Q2,Q2,0.19399688430560263,0.11961008700881537,0.22790648089630483,False
松岡正海,5038,5355,2025-12-07,2025-11-23,-0.0348509075298,0.33511264090637816,0.45041033893893506,-0.3027763642601818,Q4,Q2,-0.3699635484361782,0.7531867031991168,0.8391443481591488,True
松本大輝,777,618,2025-12-13,2025-12-07,-0.1524530470148448,-0.6023609881448122,-0.5941273415059826,-0.3794066572428353,Q3,Q3,0.4499079411299674,-0.21472068426314728,0.4985199371562189,False
松田大作,2562,2833,2023-12-10,2023-12-10,0.21127802143255717,-0.06405161846309616,-0.5931285923411351,-0.15503421528739955,Q2,Q3,0.27532963989565334,-0.43809437705373555,0.5174293128642509,True
松若風馬,3459,3509,2025-12-13,2025-12-07,0.09902210485977742,0.17411866317417024,-0.2285044647511743,-0.46373450204727773,Q2,Q2,-0.07509655831439283,0.23523003729610342,0.2469264334108303,False
柴原央明,269,299,2011-12-11,2011-12-11,-0.5561866392697089,-0.07929026177998372,0.15175984739670872,0.182336906544518,Q4,Q4,-0.4768963774897252,-0.030577059147809282,0.47787562336757783,False
柴山雄一,4171,3996,2023-12-28,2023-12-28,-0.488737555571339,-0.3678548601601699,0.26490158807389996,0.332920352363863,Q4,Q4,-0.12088269541116914,-0.06801876428996306,0.13870536523654392,False
柴田善臣,3835,4399,2025-11-30,2025-11-29,-0.05484556907039113,-0.2443463899509615,0.4385438865936427,0.33442361757294686,Q4,Q4,0.18950082088057038,0.10412026902069582,0.21622116347701045,False
柴田大知,4007,4927,2025-11-23,2025-12-14,-0.3925081999027833,0.46830789045918453,-0.06622889533816986,-0.31853748973329027,Q3,Q2,-0.8608160903619678,0.25230859439512043,0.8970306395166806,True
柴田未崎,342,273,2022-06-26,2022-06-04,-1.285263740308624,-0.8010836371085485,-0.2866958789698576,-0.9069022337816899,Q3,Q3,-0.48418010320007554,0.6202063548118323,0.7868203701505294,False
柴田裕一,317,222,2025-12-07,2025-12-06,-1.1960812708692514,-0.7850942435019943,-0.24811319825567124,-0.5403771532385836,Q3,Q3,-0.4109870273672571,0.29226395498291236,0.5043099801178124,False
